patience,empathy,escalation_prone,burnout,resilience,volatility,qa,fcr,aht,escalation,repeat_rate,compliance,productivity,strain_score,rep_id,condition,training
0.5216721072561303,0.5197881349734942,0.6517394845008797,0.48008214147131983,0.7632421731709774,0.5648704192147451,0.5469378956273754,0.7372134680342419,555.2652975281293,0.13567824277758145,0.19487690092537985,0.3088845061435713,0.6766714452220626,0.43700590343864265,REP-0016,baseline,5.87
0.579013822960387,0.4680574067999148,0.4652405664807379,0.47313899818685334,0.7236023470489598,0.40535135467759703,0.6329789684620584,0.7385755592429047,570.5699077498979,0.10557060995899531,0.2759066536608361,0.31104506260677744,0.5536904701128977,0.4366736881641576,REP-0017,baseline,6.34
0.511161384676922,0.49419079434857965,0.48878010813433087,0.4417830584014284,0.8585796554418141,0.5832616742539852,0.6201559131131996,0.7070502667074089,587.3782493158573,0.09386915808483257,0.2810789695621392,0.36854297917460316,0.7328573306451212,0.42704007924643583,REP-0018,baseline,5.56
0.6311681632073919,0.5374326512642804,0.45155805002120525,0.3270366549360456,0.9291831728995005,0.5394096677036165,0.5657883296972968,0.653588560747971,551.6811913719964,0.11359070454473796,0.28509941203127076,0.3315260321176263,0.5831054673801453,0.367695814863032,REP-0019,baseline,6.52
0.43121621189783704,0.539694670753468,0.4102867443484435,0.4603412926779292,0.8215243679072392,0.6173456530587137,0.6727420184256174,0.5927562739508819,588.7737521894061,0.03783876245033329,0.32200099228049367,0.49792392705628297,0.6179768394247944,0.350472143313343,REP-0020,baseline,8.82
0.5087336027862056,0.48123705053046445,0.431009945485886,0.44063940096301296,0.7426519242136174,0.5988090883175694,0.6334575284461358,0.6630274529312022,558.5312853297506,0.17985247639357899,0.24864104945699558,0.304268684818918,0.5830663129709995,0.36466832050076653,REP-0021,baseline,4.22
0.4169010031492637,0.4652257646196355,0.5708938774006825,0.379972549585351,0.9228865303450989,0.8019311496935937,0.6037704545008571,0.5742319884315763,552.0956076466293,0.06751747703842094,0.30343354420492835,0.36477858868683355,0.519279875682181,0.37275898466583485,REP-0022,baseline,5.83
0.6408488683643893,0.6383781686978445,0.473108153084578,0.18808634818676623,0.8609959046439953,0.3880454580999837,0.5930049978138912,0.7327008351812758,536.6021608788448,0.08716728535245176,0.23716487537902126,0.24818172717062367,0.661324245365244,0.4913279944354942,REP-0023,baseline,5.56
0.41470753942782784,0.4360507098272478,0.5967611750654915,0.49539319724756187,0.7987531614786506,0.7937756576281075,0.654190505254149,0.7662531547719755,628.3206542125596,0.13358252729165004,0.24098554640676886,0.36777442836840535,0.5983330311018762,0.41633551488129783,REP-0024,baseline,9.15
0.3858435946569999,0.5057285827614019,0.5580467676918069,0.3844173165588784,0.824075287130771,0.5325296148109027,0.6250617811861643,0.6425413234783263,545.9810783685659,0.12572170534441796,0.2917361323625844,0.3610468602664157,0.7055621070297076,0.39428563964827884,REP-0025,baseline,6.55
0.49287837775569904,0.5258428328235214,0.43420149602395486,0.44044646575474744,0.8484042008525366,0.5251649260785499,0.5935721319297492,0.6900794763391458,541.6969726915722,0.12911244764375018,0.33404277245884983,0.5553419140263,0.6654703157915387,0.4545316747728714,REP-0026,baseline,6.15
0.5740744050911873,0.3560198561025161,0.7072484326812791,0.32359705753506407,0.7738772124159172,0.6026233547135768,0.6572852861260366,0.7477479110914245,568.6249227731555,0.10589588483962846,0.22825361964000118,0.305003702567568,0.7204161316541716,0.3302721974059739,REP-0027,baseline,4.68
0.35421209979089985,0.4859460253058245,0.4828148688647495,0.45406961933967116,0.9061179156100296,0.5283213112090486,0.6426621842918497,0.5865016646779859,599.2154498679845,0.16007468300913882,0.3464678824973331,0.36518831256158046,0.5079234322086211,0.3227775718012979,REP-0028,baseline,5.88
0.5937884838177389,0.5147854999867502,0.5452549678322489,0.2583452500408338,0.8836477976853025,0.2714153963877729,0.7216200291276986,0.8377805440470203,521.0788360831425,0.13278395695737213,0.12027122965617046,0.2953822276776647,0.7340255921275507,0.3199976476491754,REP-0029,baseline,6.29
0.5656301985413101,0.6140761748980698,0.34194138016512154,0.39381160872204674,0.6908178329108596,0.4969603635625784,0.6698334190480544,0.7930913389468973,585.5838974927681,0.016319683272635693,0.21228136592800234,0.27528985561006175,0.716644196037936,0.3577350432732253,REP-0030,baseline,6.09
0.5408131706008141,0.5162742900131679,0.609245846570709,0.0,1.0,0.3290648271584022,0.6028209116034519,0.6530268447899328,471.7903064140596,0.12789092313361367,0.2910787434991194,0.19100592193141894,0.7375069005705301,0.28931541500040053,REP-0031,baseline,6.15
0.5367630893542801,0.5583969661554673,0.4839010260890948,0.2270377724426108,1.0,0.6525056727712883,0.6169025377984735,0.659074558894188,503.36467026510684,0.14138323303271938,0.2666105668330868,0.2205182417116761,0.6840936850208823,0.4272980926394977,REP-0032,baseline,7.75
0.4552469631435773,0.46391984032172945,0.5831738546373302,0.4507001050835286,0.8249751075741424,0.5513237886607242,0.5747675435341366,0.7636204354399225,559.6628061203097,0.1227745174022466,0.13538268784891477,0.3311098461399004,0.6776650007559268,0.4198391916328525,REP-0033,baseline,8.29
0.46248234779068637,0.4364825310863684,0.6175997065992853,0.40516752344671014,0.9337644229376145,0.3061803062363616,0.6382813216506329,0.6276657516143366,569.3052506158331,0.16634047236396152,0.25123981453632016,0.34506125659779663,0.6077235488309761,0.42658959297707827,REP-0034,baseline,6.58
0.5301555625273127,0.431513649841946,0.4278682449974458,0.1617379132520005,1.0,0.3942034464291407,0.7205622884029989,0.8537482897775253,510.0114347505522,0.06001075482007294,0.13364471428561614,0.10792326110015188,0.7411527731394997,0.4339607600118863,REP-0035,baseline,6.37
0.48033466675763464,0.4408660334336545,0.4143909546922975,0.24073891694276464,0.956516699293113,0.3786780973866444,0.6547823730039771,0.5836180569621521,535.9608694846025,0.13335457483400787,0.2399973537378618,0.27094573169663466,0.5848840335795702,0.32885947356432266,REP-0036,baseline,5.25
0.526166143050987,0.4723380892320008,0.5000344935133232,0.2507253724955306,1.0,0.33560191409056606,0.6742936549127962,0.622879482264957,537.0921100879566,0.06921582341233694,0.3083513866361054,0.2514552630556164,0.5796738803169569,0.5064106356246411,REP-0037,baseline,4.28
0.5211961423426107,0.38723874573232975,0.450161245693302,0.32315132152316,0.9641929350260672,0.5395774861844467,0.6192193810579939,0.7291718900933102,536.572732110354,0.09060738930870696,0.19560921713946905,0.357817629610019,0.6542083696347183,0.3926777811615543,REP-0038,baseline,5.75
0.41149327310086414,0.554683236946657,0.5104005896986261,0.29009310170804814,0.9318141232992838,0.5859987289707814,0.6259487423436787,0.747112876349642,560.8183799243125,0.0173125917207526,0.2425054342385313,0.3796812849126018,0.7133437786704556,0.39801225713718563,REP-0039,baseline,6.72
0.4374264101186564,0.4433021581785258,0.4246902460830297,0.4309586752357842,0.939986959892,0.5785078359478737,0.6251043158596216,0.6731070052139783,543.6018847597519,0.09881654249497593,0.2461612435671963,0.42493467638411314,0.6580145545385078,0.35218013462479075,REP-0040,baseline,6.86
0.33625787145145447,0.4345887696661604,0.5127976807206492,0.24074277772788294,0.9837626255300587,0.36766880912022176,0.6668351854298897,0.6951599758388176,527.5621229539727,0.14689673769569533,0.2864635975795881,0.21455105632403035,0.74183204808782,0.3453963467373617,REP-0041,baseline,7.64
0.5004049268188269,0.49399185285898484,0.5957645824996469,0.5754138351129268,0.6695693809384626,0.789591319568799,0.6254785902298119,0.5246472361077776,643.9705686536581,0.13858566347271983,0.3759070461666917,0.452010681960954,0.5426157386301899,0.35130366716963596,REP-0042,baseline,4.82
0.22153981904111847,0.492217702268104,0.49781720577887634,0.16204888948854526,0.9360117426377069,0.28359143981965174,0.5942806804983726,0.6339487578007348,530.2784635653073,0.01,0.2643604951178439,0.2610026957201565,0.6782063168892412,0.32337460738753165,REP-0043,baseline,4.79
0.3712205485853496,0.47511324354816215,0.3967711750887436,0.5398667441000173,0.7454492135734943,0.4199710784652546,0.6578724565010073,0.5664192842996977,576.892973048618,0.1739386096622792,0.3289714189002025,0.25038244887157424,0.5181506815997133,0.42059477340973017,REP-0044,baseline,5.12
0.5746251368415374,0.3933632336493875,0.5471845700718051,0.03613732457102009,1.0,0.1517772088903201,0.7869439358980329,0.753719288257749,531.4151941958481,0.0563978157477819,0.23569800431232124,0.13774002068107638,0.6707258265528288,0.40633013013772024,REP-0045,baseline,8.6
0.33647579868252975,0.37615544444824367,0.6934814101984286,0.23086322326844322,1.0,0.2799554807552138,0.613375487783676,0.6107323529580646,509.5144240211274,0.11532169601786772,0.33367018056832604,0.26846195934120043,0.6210990226604931,0.33021110248951746,REP-0046,baseline,6.36
0.3822687939967574,0.536944959518013,0.3927994020514981,0.07918958608766719,1.0,0.14192500029758467,0.7093291205853346,0.7606246669091536,505.1825000082631,0.09893174084029976,0.27088644735816586,0.2040981849765841,0.6818473825818703,0.3671259056916362,REP-0047,baseline,5.45
0.47575330431511154,0.544098812914296,0.6038333462359475,0.45150104152673326,0.7722486107005031,0.5113112078334615,0.6014105836986866,0.5230181846767923,584.5175862521306,0.11272747942857089,0.3847670145699653,0.41590489898074595,0.5341161894754717,0.38486119589099743,REP-0048,baseline,4.48
0.578202250683786,0.535626573171101,0.46513553708773275,0.14990544690179464,0.9414282872555675,0.45538684730034856,0.7072849502983273,0.8273887540099869,513.9002196140668,0.01,0.1535887088348797,0.277203666257517,0.756045194273337,0.4007982437354827,REP-0049,baseline,6.48
0.5490929307150434,0.4869366600859373,0.5892776729432263,0.3824650679965725,0.9482192172375914,0.5773895586889106,0.5950842396814945,0.5578771620884334,569.1781261932273,0.10617826481997153,0.3914823882176398,0.4590003847156291,0.6194027188048732,0.37964544911622694,REP-0050,baseline,7.83
0.49580531677112655,0.5019066415730117,0.49112982477053513,0.27758929913830216,0.9158775087321093,0.5275780300656218,0.6040369969583055,0.7311993003720342,512.138713060803,0.12119932993926515,0.26430498751977344,0.2759222755317955,0.7001643037667634,0.4544306290105212,REP-0051,baseline,7.43
0.4281296465678651,0.5326824799654903,0.4322316440014335,0.2916230839285552,1.0,0.6064791478371903,0.6243977737487628,0.6884195515046347,549.253718106584,0.1175995434073602,0.25495291738826653,0.2994991741968394,0.6317856943312673,0.48284876406215255,REP-0052,baseline,5.91
0.5231466310190456,0.532867170935063,0.4097583644426561,0.41962299267976677,0.9255144533468385,0.5636722317186732,0.6367285522033677,0.6974948337688729,567.9932961845329,0.09626038023355105,0.268805154449859,0.22565555330234344,0.6882138965897224,0.32565273682806134,REP-0053,baseline,5.12
0.5532683676929367,0.42040836859309894,0.5508792184824686,0.303251950690358,0.9527661537313514,0.46134172815179897,0.6863554109699264,0.7537668150124475,518.296044733197,0.1472119821094115,0.24223505326989422,0.28746196046322625,0.7077089207074547,0.3653537493225576,REP-0054,baseline,9.54
0.6060679290539115,0.3857999196332067,0.4515058961865792,0.4345173039187103,0.8118120581794293,0.6103539864736749,0.5605050170380685,0.5765910914318331,592.2567941784696,0.08383254669951776,0.3189179116878055,0.3176682338615874,0.5264025896231337,0.385398803864588,REP-0055,baseline,6.25
0.4583650048714146,0.45729940170066774,0.5677438892256546,0.0741607311475099,1.0,0.38782529101580465,0.7512007714600021,0.8116841043690194,484.551746223362,0.06327174836419577,0.16204738067040148,0.1402153799182928,0.7528308352945702,0.39535335567426205,REP-0056,baseline,6.46
0.563060813207005,0.5508445969272425,0.5907551884769042,0.38819290241894255,0.9722202918477282,0.630049452998467,0.6078705175535006,0.6844892385395375,531.7658207294666,0.08895023896436091,0.2314437741618977,0.30887214375383276,0.6903314683063176,0.30085745929355256,REP-0057,baseline,6.36
0.37729469043684705,0.5126011301562524,0.5718963154831977,0.42115250657707615,0.7888340580543857,0.674915822541305,0.6439468692470867,0.6941026706305564,538.7509066487837,0.09870091962991241,0.2908074245148263,0.41934486871883897,0.5925336706043574,0.40580602216129036,REP-0058,baseline,7.13
0.46932197391768,0.5644151072924648,0.4975784625416861,0.2751184036600652,0.9283734272774565,0.47045085132256526,0.6286430851606291,0.7386101223815624,568.6371354900123,0.04882816492127034,0.1821061917895977,0.37144361699812256,0.6532103823384453,0.4072074807549289,REP-0059,baseline,9.3
0.5729182750029836,0.5807895688939879,0.7626969721610488,0.12364955787147328,1.0,0.33704181130392014,0.6291301419614178,0.7034759955932989,515.135401629481,0.11358328215555696,0.2787419539260638,0.2611689603024864,0.7140428348105923,0.3239332922271406,REP-0060,baseline,7.73
0.4659432666808864,0.45675454434442814,0.6093093965002049,0.14635419178537434,1.0,0.22696350820018724,0.581440328057601,0.8024438500581048,549.7741320432024,0.10116714736515293,0.1329176007500677,0.2830235983864537,0.7420921980030817,0.32647286984221674,REP-0061,baseline,8.56
0.5088368536688467,0.35125981917992066,0.4683378748141694,0.2074774267114979,0.9397754343647466,0.4318383834552624,0.77740836260381,0.6619347193287733,485.15072752091686,0.0977612635695482,0.24827249966839507,0.2053863318924514,0.7319274463493608,0.30146201788582055,REP-0062,baseline,8.25
0.5779051835172573,0.6325131795625408,0.5033446758706906,0.30455575685670716,0.877696908422549,0.4656545503582556,0.6443035229446186,0.8372693040460946,528.9234996958039,0.0804192075846644,0.12646555750846916,0.2934010533681891,0.7129223994001539,0.40793924522337965,REP-0063,baseline,7.39
0.5661200046972257,0.5099892416943466,0.3781708446309381,0.2604503807008049,0.8047468653349134,0.40835154055991757,0.7602053076108091,0.8080777788944946,507.27797396901803,0.08291240373319911,0.1542351746655031,0.25983629314336265,0.7679652911729961,0.3246787151123757,REP-0064,baseline,5.13
0.42367355280704677,0.5969659784431832,0.35643133225537715,0.5753818891920061,0.5761641993894417,0.4696906850524173,0.5913093057858492,0.5817242385010826,617.5588693819757,0.09785811527907617,0.38014648159768527,0.4645725223205427,0.5887156774382517,0.3419076150944201,REP-0065,baseline,4.85
0.40792112277823195,0.5464306212739856,0.6607973499294785,0.6095956059828772,0.6934367948403483,0.5155806989454197,0.5507209336329759,0.6481041317539057,613.6747479879494,0.17129296533906507,0.30936249046807945,0.4111323450892639,0.43244739209960426,0.4704321453780597,REP-0066,baseline,6.3
0.5871240025494151,0.5747810763528256,0.5163570968271739,0.3476126273467056,0.9244640357237077,0.5671299165446203,0.5580689477390455,0.7256779944541148,542.8627296167334,0.1164934388306078,0.2628221303832271,0.4088366216219052,0.7643162685346993,0.5036925377114623,REP-0067,baseline,7.17
0.5653567347109564,0.3881362794699398,0.6206288934752842,0.3237492128069209,0.9484174909272156,0.4319519153120283,0.6044413010938726,0.6246802294861606,561.9602601323386,0.14466304830737056,0.3016682899104545,0.3943980590931431,0.6476127928537841,0.4239143428282081,REP-0068,baseline,5.18
0.35295490758932246,0.47263744891345894,0.6002551215146306,0.3912317273364741,0.8662379727285964,0.52567556870284,0.5837359265690494,0.6315917511537025,541.0240640789951,0.1587770261493563,0.29613096832108204,0.4248346731940597,0.5659615688383903,0.32721810651333044,REP-0069,baseline,4.19
0.5307360452896085,0.5394939051812563,0.5349487965865741,0.10490332800609176,1.0,0.4067721680784916,0.5640650942571531,0.7409610690631306,451.2429316733044,0.07013814179087077,0.24053501632343718,0.19772762940384453,0.6308786353913022,0.3929776123624882,REP-0070,baseline,6.28
0.5037114966613128,0.5425602322862625,0.5898626639975679,0.3676859660534274,0.9998782431001555,0.39370736407094675,0.5837186723248802,0.6389109723152805,527.8268987623208,0.1390626148246384,0.25458570498174893,0.41430943253510794,0.5813836505847103,0.4376101906997051,REP-0071,baseline,4.85
0.5264838177323816,0.6307024554028984,0.44122126291926833,0.22271447060752886,0.8556225897821301,0.49858231979782847,0.5873616717753593,0.714276395084721,540.2725938495844,0.03047335821414536,0.29876522787331117,0.2335544486189557,0.6523573740586022,0.3951675996071475,REP-0072,baseline,4.38
0.5215565240866243,0.40150634401712937,0.37826722025814186,0.03130577447622657,1.0,0.3786586433821873,0.7006661542883769,0.746909480121819,445.780708197661,0.014763706341452906,0.22404128607429238,0.2128604068847868,0.7514448289324439,0.3359259084610373,REP-0073,baseline,6.71
0.5447275423742396,0.41647512147179094,0.6821323831252553,0.2296659580032241,0.9906329454666596,0.33915306122086836,0.7228203820807854,0.7438441883913162,573.39451269614,0.07981435850977656,0.22556126569134174,0.2581264105003526,0.7001040967494762,0.37228305652753135,REP-0074,baseline,7.01
0.6042374493607159,0.5652263932331517,0.4592632304071333,0.0,0.9794379596790821,0.42564503840269025,0.7773988433059569,0.8545051798518979,427.2371902992515,0.01,0.18843731832701757,0.1370948351704495,0.8049309110683122,0.3458842205631276,REP-0075,baseline,9.55
0.5566518611787163,0.6029543494262946,0.5616103349547971,0.48963422496752906,0.8729105086217436,0.524911313811254,0.6627876436431297,0.633623566819141,518.2667487471956,0.07527520467614846,0.2793189891138927,0.5388603986100895,0.555562927723859,0.38925113957592744,REP-0076,baseline,6.87
0.4239565167559617,0.5278915324793673,0.34629579607348304,0.48090839615932907,0.9923085384916417,0.569238736661126,0.6498158956939984,0.5328231046609646,562.5313406160751,0.08356395816621366,0.3558946113563856,0.4223115584136682,0.5525512511081652,0.37639869561642003,REP-0077,baseline,8.16
0.5793263227218122,0.4935116097590278,0.544920621786618,0.21949955645421992,0.9718724783848274,0.34554467736304006,0.6455133834908074,0.7051833648307687,530.3686361008537,0.15100700565952055,0.2954432681921081,0.25910103287291464,0.6887493707663687,0.3243442632313799,REP-0078,baseline,7.43
0.4945747062326552,0.4141737288900934,0.7040995055833956,0.22027412800608898,0.9622634666074743,0.46325538229998026,0.5717644019481477,0.6506673125932547,490.23201448060274,0.12465644357650245,0.2498980887995756,0.3967333863761437,0.641175969921488,0.40184300095715075,REP-0079,baseline,6.02
0.5696888151124857,0.5876080218751178,0.4120989765033135,0.2625162244889442,0.7064062312783045,0.420401598001553,0.6131749271504308,0.6640963823393322,483.09769545386513,0.12750214075129052,0.28585155155300757,0.24295395859911723,0.6370272116985095,0.39924603595553876,REP-0080,baseline,6.57
0.6935297357325159,0.45717580775837224,0.4520413041153568,0.3476772944774058,0.9689856624941506,0.41703727544298813,0.6737039622359714,0.7182938855165314,516.8202470278478,0.0517443976926739,0.19225635349722286,0.340206313772994,0.6738041873795497,0.36512924776792516,REP-0081,baseline,6.55
0.45642749855073506,0.3855579506229273,0.692195991312082,0.4685410093663363,0.7887658612743507,0.446915973503706,0.6110134341330219,0.6470635708383826,578.8254216291213,0.15802436836974598,0.32073623673478363,0.24672546143640176,0.5599187282940897,0.38272574421358346,REP-0082,baseline,7.85
0.5726373350236293,0.5155305847976754,0.6741049101645434,0.3240534637022176,0.714899346364009,0.6744311461540312,0.6380463100506256,0.6749769321073612,572.7584330477047,0.1108076715850677,0.27881855884864204,0.33465990830159453,0.6890518262909137,0.3906507149066031,REP-0083,baseline,4.12
0.49351873887616987,0.46092664623853136,0.5028491999488937,0.07471224828177817,1.0,0.20078126018627765,0.6697209733005497,0.8028999086357049,476.799852699994,0.09386086734523472,0.2555199539826729,0.21461369239332817,0.7701121581961362,0.3262372181498554,REP-0084,baseline,5.0
0.4809033426458133,0.48710266718843687,0.42594870803192686,0.11630715082346213,0.9426771573918304,0.5156363918608118,0.6547245834793683,0.7026471843362396,506.43276826296216,0.03750934133584025,0.29659302876170307,0.2077319756892982,0.7303545707080619,0.37610533764081017,REP-0085,baseline,5.56
0.5304906486726901,0.3809898799297233,0.3762672298081974,0.13099353062946464,1.0,0.410925946408931,0.5970415380140568,0.8114738314817654,503.9518971176521,0.08094374930473991,0.23391797773785597,0.2958039748037588,0.7464182540044817,0.3852016527412838,REP-0086,baseline,7.4
0.5062954271548343,0.4826428353381359,0.6057194631344393,0.20994392689782293,1.0,0.5627367641488892,0.7235950352676807,0.8882920352803918,506.89189590988383,0.07347837523292441,0.09641335739932867,0.29137040331185066,0.7772426749455896,0.34452095236413083,REP-0087,baseline,5.88
0.4567852695778911,0.5487571309732264,0.6995066463283122,0.12165881819540997,1.0,0.38943782277705363,0.6990815123796508,0.7730313009554327,472.0860990417399,0.10055514838813076,0.22089021807226566,0.23168406795255542,0.676837207392137,0.44878626602191124,REP-0088,baseline,7.35
0.6534229401863141,0.4639288864216814,0.6261718903733032,0.27400067982514814,0.9814712501725094,0.5992497444108775,0.6863037828337177,0.7891281165478684,568.1321259984143,0.1536260575491586,0.20138486482764142,0.37630890819896795,0.7351119267684357,0.4072395852833483,REP-0089,baseline,6.05
0.5293251995577531,0.5213351759014403,0.6927731193609474,0.37763185957451545,0.765992072182887,0.42995875950992,0.6827457944428877,0.6196535407088837,566.411909388134,0.09908889010204937,0.2835211624501979,0.3079488690251975,0.6052391464912804,0.44306396034674783,REP-0090,baseline,6.8
0.7149362237149308,0.41904521199983624,0.6023534047449575,0.2042062612539272,0.9860455333077921,0.487773868812332,0.7623819195390512,0.8234411861675898,482.94610604113916,0.08089738653007092,0.13962563536181039,0.27433133934856313,0.7998045280421391,0.34550720708655097,REP-0091,baseline,8.6
0.46522027040173475,0.46787744007179327,0.66213462968036,0.5029168120912086,0.7436161717611454,0.5592306478174365,0.5965725829754539,0.624804161711581,586.2662403359438,0.19368581900566406,0.28984329759055505,0.41296635717654445,0.597675128432194,0.4455708532566675,REP-0092,baseline,5.56
0.4613968913124433,0.5152873781815143,0.4864542186326654,0.46400939377518285,0.8458052390505217,0.6248251848346991,0.48883095646319674,0.5729088564572433,581.9905312020448,0.03111659415668494,0.3452396682087658,0.3828134502693397,0.5178519107865421,0.37398532313333016,REP-0093,baseline,8.79
0.5582928388960333,0.5323799638557568,0.4352723613363687,0.278525058432303,0.8664185208029188,0.362710550615013,0.7028481360946938,0.7274019568383147,518.8008412940837,0.054455633608031594,0.23577046095111157,0.246362887957088,0.6461013568980236,0.4158540891736464,REP-0094,baseline,9.36
0.46281552937001513,0.45481600268386535,0.5310820868948949,0.28667165004478845,0.9111216627334495,0.4501827281594242,0.7056839937199528,0.7330974351092423,519.281060571821,0.10107416771015981,0.2284159903117145,0.1705836182361482,0.6006115598845436,0.3384458086921681,REP-0095,baseline,4.48
0.4472601354230285,0.48025529523191424,0.3562761341887133,0.244922258225682,0.9884074042179598,0.5550798861927564,0.653595794810193,0.5400207664241529,487.1552586206231,0.0967150412055344,0.36385339440181313,0.29552104359801756,0.6339095057258514,0.40758519937022025,REP-0096,baseline,6.78
0.5445906244233736,0.39183114195011426,0.4338816482740322,0.3171677957026653,0.9954661749626659,0.36854122542878587,0.6717322730072841,0.5883574986264279,564.987410045777,0.03160029598290313,0.21905887202666374,0.27716664834122484,0.5630866763540872,0.36053121182006265,REP-0097,baseline,6.99
0.5127309998908758,0.49921660180168553,0.5959277067915475,0.27089521533695904,0.774704915463265,0.3849866246095166,0.6303066263645488,0.7722877735168759,541.0393958261419,0.1334966633140721,0.20994689434304536,0.463004930684511,0.6840564922288834,0.4139953529743304,REP-0098,baseline,7.83
0.4828924258232814,0.5486684944554979,0.5403594150930191,0.2955439228748191,0.8689482736527498,0.416618765563572,0.6313067673521945,0.6294338252133882,593.8411899860178,0.08968005315114483,0.2926584574631613,0.35645412146496896,0.6353523938003036,0.4606493034755227,REP-0099,baseline,4.98
0.5966353169719449,0.6463631635724814,0.5961624993496918,0.29344398231281754,1.0,0.5645855589058931,0.6996738055036937,0.7382692194292924,533.4484673074558,0.11631316651608473,0.23300004871378477,0.45205117407187956,0.734105075859227,0.31684024948936707,REP-0100,baseline,9.32
0.5081497300549248,0.5983483708798731,0.5070301644496783,0.25137002071114956,0.9556730706516562,0.5208651470669664,0.7020768417329595,0.7510639073307929,504.89221436593283,0.07535760332058673,0.2660374962130652,0.2975869090187065,0.8199697582604186,0.3446866692593732,REP-0101,baseline,4.54
